Product Category,Quantity,Unit Price,Total Price,Order Date,Payment Type,Order Status
Sports & Outdoors,5,249.2160758,1246.080379,2023-07-16,Gift Card,Refunded
Sports & Outdoors,4,229.3737028,917.4948112,2023-10-23,Gift Card,Refunded
Electronics,3,435.1646182,1305.493855,2023-04-01,Debit Card,Pending
Beauty & Health,5,63.62253483,318.1126741,2023-04-07,PayPal,Completed
Home & Kitchen,2,76.36387447,152.7277489,2023-10-30,PayPal,Cancelled
Home & Kitchen,3,410.6678008,1232.003402,2023-07-14,PayPal,Pending
Electronics,4,298.6426011,1194.570405,2023-07-31,Gift Card,Pending
Books,2,31.72673132,63.45346264,2023-05-08,Gift Card,Pending
Sports & Outdoors,1,99.68999756,99.68999756,2023-06-29,Credit Card,Cancelled
Sports & Outdoors,3,425.0843555,1275.253066,2023-02-22,PayPal,Cancelled
Home & Kitchen,5,305.5235408,1527.617704,2023-01-14,Debit Card,Cancelled
Sports & Outdoors,4,79.55419563,318.2167825,2023-03-21,Debit Card,Refunded
Beauty & Health,2,136.1915173,272.3830346,2023-11-05,Debit Card,Refunded
Books,3,266.3944744,799.1834231,2023-11-02,Debit Card,Pending
Electronics,2,341.6844283,683.3688567,2023-04-17,Gift Card,Refunded
Beauty & Health,3,174.255665,522.7669951,2023-10-14,Gift Card,Pending
Clothing,4,96.64651163,386.5860465,2023-06-14,Credit Card,Completed
Home & Kitchen,2,407.6309192,815.2618385,2023-05-18,Debit Card,Cancelled
Home & Kitchen,1,30.64015623,30.64015623,2023-08-13,PayPal,Completed
Books,4,197.0956202,788.382481,2023-12-17,PayPal,Pending
Sports & Outdoors,5,27.00664654,135.0332327,2023-07-12,Credit Card,Completed
Books,1,312.766709,312.766709,2023-08-23,Credit Card,Completed
Beauty & Health,4,142.7133709,570.8534836,2023-01-16,Credit Card,Cancelled
Clothing,2,272.5476874,545.0953749,2023-11-04,Credit Card,Pending
Sports & Outdoors,5,378.5258139,1892.62907,2023-10-30,Debit Card,Refunded
Clothing,5,158.4962336,792.4811679,2023-03-25,PayPal,Cancelled
Electronics,3,165.212915,495.6387451,2023-04-17,Credit Card,Pending
Sports & Outdoors,4,387.9144858,1551.657943,2023-04-24,Gift Card,Cancelled
Electronics,1,476.3448495,476.3448495,2023-08-01,Credit Card,Pending
Clothing,2,376.6419882,753.2839763,2023-06-09,Gift Card,Cancelled
Beauty & Health,3,168.4728128,505.4184383,2023-04-06,Debit Card,Cancelled
Clothing,2,445.1171193,890.2342386,2023-08-14,Debit Card,Pending
Beauty & Health,3,180.9545116,542.8635349,2023-02-21,Gift Card,Completed
Clothing,2,312.6453839,625.2907677,2023-02-20,Debit Card,Completed
Clothing,1,426.3203383,426.3203383,2023-01-02,Credit Card,Refunded
Sports & Outdoors,3,403.7278394,1211.183518,2023-08-09,Credit Card,Pending
Sports & Outdoors,5,115.9978179,579.9890894,2023-05-31,PayPal,Cancelled
Home & Kitchen,3,368.4145267,1105.24358,2023-03-31,PayPal,Completed
Clothing,5,41.33385909,206.6692955,2023-09-11,PayPal,Pending
Clothing,5,434.6555616,2173.277808,2023-05-03,PayPal,Refunded
Clothing,3,336.1749182,1008.524755,2023-05-20,PayPal,Pending
Home & Kitchen,4,345.5620892,1382.248357,2023-10-06,PayPal,Cancelled
Electronics,2,122.3844707,244.7689414,2023-09-17,Debit Card,Cancelled
Electronics,5,77.34433731,386.7216866,2023-06-17,Gift Card,Cancelled
Electronics,4,31.5097069,126.0388276,2023-02-07,Debit Card,Refunded
Sports & Outdoors,5,284.5614358,1422.807179,2023-10-24,PayPal,Refunded
Books,2,367.856815,735.71363,2023-11-23,Gift Card,Cancelled
Sports & Outdoors,3,334.9906189,1004.971857,2023-12-23,Gift Card,Cancelled
Beauty & Health,1,235.0185675,235.0185675,2023-08-01,Credit Card,Completed
Books,3,172.3601232,517.0803697,2023-08-31,Debit Card,Completed
Home & Kitchen,4,368.5648579,1474.259432,2023-12-21,Debit Card,Pending
Sports & Outdoors,1,167.0770005,167.0770005,2023-05-10,Debit Card,Pending
Beauty & Health,1,481.6569749,481.6569749,2023-08-02,Credit Card,Refunded
Books,5,184.530995,922.6549751,2023-04-12,Gift Card,Cancelled
Home & Kitchen,4,158.0605438,632.2421754,2023-09-07,Debit Card,Completed
Clothing,4,107.6826961,430.7307845,2023-02-13,PayPal,Completed
Books,5,387.9219639,1939.60982,2023-12-04,Debit Card,Refunded
Beauty & Health,1,122.7288008,122.7288008,2023-09-14,Debit Card,Refunded
Clothing,5,211.8697553,1059.348777,2023-08-11,Credit Card,Completed
Beauty & Health,5,382.3174227,1911.587113,2023-11-20,PayPal,Completed
Clothing,5,144.3426158,721.713079,2023-10-30,Credit Card,Cancelled
Beauty & Health,4,310.9165913,1243.666365,2023-01-26,Debit Card,Completed
Electronics,5,80.49068938,402.4534469,2023-02-07,PayPal,Pending
Beauty & Health,4,466.875307,1867.501228,2023-11-03,Credit Card,Cancelled
Home & Kitchen,1,207.7735878,207.7735878,2023-04-23,Gift Card,Pending
Electronics,1,255.4960762,255.4960762,2023-10-23,PayPal,Pending
Sports & Outdoors,2,25.21325863,50.42651727,2023-06-09,PayPal,Refunded
Beauty & Health,2,261.0244912,522.0489824,2023-01-02,Debit Card,Refunded
Sports & Outdoors,1,321.8202682,321.8202682,2023-09-22,Credit Card,Refunded
Sports & Outdoors,4,222.8666887,891.466755,2023-03-23,Credit Card,Cancelled
Beauty & Health,3,312.6378032,937.9134097,2023-07-08,Debit Card,Cancelled
Beauty & Health,1,123.5065196,123.5065196,2023-05-18,Credit Card,Refunded
Clothing,3,103.1040313,309.3120939,2023-11-19,Credit Card,Pending
Books,3,25.93434267,77.80302801,2023-10-28,Gift Card,Completed
Electronics,1,340.6043471,340.6043471,2023-04-25,Debit Card,Refunded
Clothing,2,408.8866854,817.7733707,2023-01-17,Gift Card,Cancelled
Beauty & Health,3,185.960979,557.8829371,2023-12-02,Gift Card,Completed
Clothing,2,434.6536975,869.307395,2023-10-30,Credit Card,Completed
Electronics,3,297.667127,893.0013809,2023-12-14,Debit Card,Cancelled
Beauty & Health,2,50.72420618,101.4484124,2023-03-29,Credit Card,Pending
Clothing,4,470.249802,1880.999208,2023-12-03,Gift Card,Cancelled
Books,3,408.6611206,1225.983362,2023-05-09,Gift Card,Cancelled
Clothing,4,281.4572128,1125.828851,2023-02-05,PayPal,Cancelled
Sports & Outdoors,4,240.8071043,963.2284172,2023-12-17,Credit Card,Refunded
Beauty & Health,3,395.8356093,1187.506828,2023-06-20,Gift Card,Refunded
Books,1,103.6495575,103.6495575,2023-04-09,PayPal,Completed
Sports & Outdoors,3,467.5932544,1402.779763,2023-11-04,PayPal,Refunded
Clothing,2,329.1722535,658.3445071,2023-03-23,Gift Card,Refunded
Sports & Outdoors,3,456.3076469,1368.922941,2023-08-24,Credit Card,Completed
Clothing,1,481.0126824,481.0126824,2023-03-15,Debit Card,Pending
Home & Kitchen,2,264.3926115,528.785223,2023-09-12,PayPal,Cancelled
Home & Kitchen,4,92.2886692,369.1546768,2023-09-25,Debit Card,Cancelled
Sports & Outdoors,5,153.5475827,767.7379136,2023-04-22,Credit Card,Cancelled
Electronics,2,418.6979078,837.3958156,2023-08-18,Debit Card,Completed
Home & Kitchen,5,203.9184681,1019.59234,2023-08-27,PayPal,Completed
Electronics,3,392.8470555,1178.541167,2023-12-13,Credit Card,Pending
Clothing,3,87.1859333,261.5577999,2023-10-09,Gift Card,Cancelled
Beauty & Health,2,429.1527483,858.3054965,2023-08-04,Debit Card,Pending
Books,4,80.03350019,320.1340007,2023-05-15,Gift Card,Completed
Electronics,2,103.9095764,207.8191527,2023-08-28,PayPal,Completed
Clothing,5,395.7872011,1978.936005,2023-07-24,PayPal,Pending
Books,5,134.0561014,670.280507,2023-09-30,PayPal,Cancelled
Books,3,134.7940547,404.3821642,2023-11-02,Gift Card,Completed
Beauty & Health,4,473.8252944,1895.301178,2023-02-28,Debit Card,Refunded
Books,5,348.0073019,1740.03651,2023-11-02,Debit Card,Pending
Beauty & Health,2,438.0162817,876.0325635,2023-05-01,Debit Card,Cancelled
Beauty & Health,3,261.4909713,784.4729138,2023-05-22,Debit Card,Completed
Clothing,2,198.0595385,396.119077,2023-12-21,Gift Card,Cancelled
Clothing,5,109.1175193,545.5875963,2023-09-05,Debit Card,Pending
Electronics,5,407.5546906,2037.773453,2023-07-24,Debit Card,Cancelled
Books,5,474.1767846,2370.883923,2023-02-24,PayPal,Cancelled
Sports & Outdoors,3,55.99601562,167.9880469,2023-03-25,Credit Card,Cancelled
Clothing,2,254.7386053,509.4772106,2023-11-14,Credit Card,Completed
Beauty & Health,2,130.1843296,260.3686593,2023-12-16,Credit Card,Cancelled
Books,1,475.2633872,475.2633872,2023-01-29,Gift Card,Pending
Home & Kitchen,2,107.725996,215.451992,2023-05-20,Debit Card,Pending
Electronics,1,91.1128054,91.1128054,2023-03-25,Debit Card,Cancelled
Sports & Outdoors,2,99.97337216,199.9467443,2023-12-17,Credit Card,Pending
Books,3,182.681212,548.0436361,2023-03-31,Debit Card,Refunded
Home & Kitchen,1,276.0476653,276.0476653,2023-08-18,Credit Card,Pending
Home & Kitchen,4,75.23527506,300.9411003,2023-07-11,Gift Card,Cancelled
Clothing,2,33.39347698,66.78695396,2023-03-13,Credit Card,Completed
Sports & Outdoors,3,457.6553639,1372.966092,2023-03-24,Debit Card,Pending
Clothing,3,247.7645512,743.2936536,2023-03-10,Gift Card,Completed
Sports & Outdoors,5,285.7554913,1428.777457,2023-11-14,Gift Card,Cancelled
Electronics,2,311.2152383,622.4304767,2023-02-25,PayPal,Pending
Clothing,3,72.56043287,217.6812986,2023-07-26,PayPal,Pending
Sports & Outdoors,3,38.10073503,114.3022051,2023-04-20,Debit Card,Refunded
Home & Kitchen,4,487.2244948,1948.897979,2023-01-18,Gift Card,Refunded
Beauty & Health,4,374.9593339,1499.837336,2023-07-22,Debit Card,Refunded
Electronics,4,109.1741653,436.696661,2023-08-23,PayPal,Completed
Books,1,438.5847868,438.5847868,2023-07-17,Credit Card,Completed
Beauty & Health,2,341.0442672,682.0885345,2023-09-17,Debit Card,Cancelled
Home & Kitchen,4,10.72163909,42.88655635,2023-04-04,Gift Card,Refunded
Books,4,493.5827219,1974.330888,2023-04-16,Gift Card,Refunded
Electronics,5,256.1221927,1280.610964,2023-10-17,Gift Card,Pending
Clothing,3,242.3288339,726.9865018,2023-08-30,Credit Card,Refunded
Sports & Outdoors,4,68.42948605,273.7179442,2023-01-04,Gift Card,Refunded
Books,5,82.00885569,410.0442784,2023-05-26,Debit Card,Refunded
Beauty & Health,4,18.6730752,74.69230081,2023-11-14,PayPal,Completed
Electronics,4,427.8513964,1711.405585,2023-06-15,Gift Card,Cancelled
Electronics,5,251.7387952,1258.693976,2023-08-18,Credit Card,Cancelled
Books,2,278.9688709,557.9377417,2023-12-20,Credit Card,Refunded
Electronics,3,425.7988345,1277.396503,2023-05-22,Debit Card,Refunded
Beauty & Health,1,403.0692011,403.0692011,2023-06-06,Credit Card,Refunded
Books,1,258.5880818,258.5880818,2023-09-27,Credit Card,Cancelled
Home & Kitchen,5,140.2626125,701.3130624,2023-08-27,Debit Card,Completed
Clothing,3,239.8119844,719.4359532,2023-12-23,Debit Card,Cancelled
Clothing,3,313.7260308,941.1780924,2023-09-25,Credit Card,Completed
Clothing,4,291.1036458,1164.414583,2023-07-10,Debit Card,Completed
Books,1,467.0492538,467.0492538,2023-07-03,Gift Card,Completed
Beauty & Health,3,395.4869316,1186.460795,2023-12-26,Credit Card,Completed
Clothing,1,212.9987216,212.9987216,2023-04-18,Gift Card,Pending
Home & Kitchen,2,39.54344966,79.08689933,2023-05-02,PayPal,Pending
Electronics,1,499.3885053,499.3885053,2023-12-26,Debit Card,Refunded
Books,3,443.8188311,1331.456493,2023-02-27,Credit Card,Cancelled
Sports & Outdoors,3,378.0658784,1134.197635,2023-09-27,PayPal,Cancelled
Clothing,1,392.1469817,392.1469817,2023-12-11,Gift Card,Completed
Books,5,451.6439616,2258.219808,2023-05-26,PayPal,Pending
Books,3,221.5118802,664.5356406,2023-02-27,Gift Card,Refunded
Sports & Outdoors,2,112.194751,224.3895019,2023-05-18,PayPal,Completed
Home & Kitchen,2,266.3710648,532.7421295,2023-03-08,PayPal,Cancelled
Books,3,305.9512291,917.8536874,2023-05-22,PayPal,Pending
Books,5,339.6770105,1698.385052,2023-08-16,Credit Card,Pending
Sports & Outdoors,1,362.5980133,362.5980133,2023-12-19,PayPal,Completed
Home & Kitchen,1,486.7017994,486.7017994,2023-09-17,Gift Card,Cancelled
Beauty & Health,4,223.5120503,894.0482012,2023-07-29,Credit Card,Completed
Clothing,3,403.8632077,1211.589623,2023-12-17,Credit Card,Cancelled
Clothing,3,382.9301464,1148.790439,2023-10-07,PayPal,Cancelled
Sports & Outdoors,1,382.2336362,382.2336362,2023-08-17,Debit Card,Pending
Beauty & Health,1,315.2785313,315.2785313,2023-10-20,Debit Card,Refunded
Clothing,5,110.1621224,550.8106119,2023-11-14,Debit Card,Refunded
Clothing,1,455.9986941,455.9986941,2023-12-01,PayPal,Pending
Electronics,1,485.1609121,485.1609121,2023-12-05,PayPal,Pending
Beauty & Health,3,164.4138332,493.2414996,2023-04-03,PayPal,Pending
Sports & Outdoors,2,227.3492993,454.6985985,2023-10-16,Credit Card,Refunded
Sports & Outdoors,4,420.1714302,1680.685721,2023-05-12,Credit Card,Refunded
Sports & Outdoors,2,290.5297491,581.0594983,2023-06-11,Credit Card,Pending
Clothing,5,253.2476469,1266.238235,2023-06-24,Credit Card,Refunded
Beauty & Health,3,144.5691708,433.7075125,2023-06-25,Credit Card,Refunded
Books,5,421.0880916,2105.440458,2023-12-03,PayPal,Refunded
Electronics,3,55.32912336,165.9873701,2023-07-26,Debit Card,Cancelled
Sports & Outdoors,5,322.806419,1614.032095,2023-01-02,Credit Card,Cancelled
Clothing,2,265.9485372,531.8970744,2023-12-18,Gift Card,Refunded
Clothing,2,162.6076722,325.2153444,2023-04-09,Gift Card,Cancelled
Clothing,5,62.05770806,310.2885403,2023-12-24,Gift Card,Pending
Electronics,5,78.00754471,390.0377235,2023-02-13,Credit Card,Pending
Clothing,4,36.35631968,145.4252787,2023-04-13,Credit Card,Completed
Electronics,5,197.7077077,988.5385384,2023-10-15,Debit Card,Cancelled
Home & Kitchen,2,182.4760545,364.9521089,2023-12-09,Credit Card,Pending
Home & Kitchen,1,409.6117052,409.6117052,2023-06-26,Debit Card,Refunded
Books,5,281.4477408,1407.238704,2023-07-04,Debit Card,Refunded
Clothing,5,336.6285466,1683.142733,2023-07-04,Credit Card,Refunded
Sports & Outdoors,3,447.1073536,1341.322061,2023-02-21,Debit Card,Cancelled
Clothing,2,347.6773245,695.354649,2023-05-20,PayPal,Refunded
Electronics,3,195.6578797,586.9736392,2023-01-21,Credit Card,Pending
Sports & Outdoors,3,460.9140402,1382.742121,2023-02-09,PayPal,Refunded
Sports & Outdoors,4,463.5055023,1854.022009,2023-02-19,Gift Card,Completed
Home & Kitchen,3,467.7762228,1403.328668,2023-10-24,Credit Card,Refunded
Sports & Outdoors,5,329.2815415,1646.407708,2023-08-07,PayPal,Pending
Beauty & Health,5,138.30314,691.5156998,2023-04-06,Debit Card,Pending
Sports & Outdoors,5,124.4255564,622.1277821,2023-03-30,Gift Card,Cancelled
Home & Kitchen,3,319.9439029,959.8317087,2023-12-01,PayPal,Refunded
Books,4,368.7228208,1474.891283,2023-07-16,Debit Card,Pending
Sports & Outdoors,4,199.0591584,796.2366335,2023-01-16,Credit Card,Pending
Electronics,5,235.3599478,1176.799739,2023-06-21,Credit Card,Completed
Clothing,3,55.49539318,166.4861795,2023-08-22,PayPal,Cancelled
Electronics,4,256.530619,1026.122476,2023-10-30,Credit Card,Pending
Home & Kitchen,4,291.8096612,1167.238645,2023-09-01,Gift Card,Pending
Home & Kitchen,4,427.5044601,1710.01784,2023-10-27,Debit Card,Pending
Sports & Outdoors,5,127.5303808,637.6519039,2023-05-30,Debit Card,Pending
Clothing,2,243.3642178,486.7284355,2023-10-29,PayPal,Refunded
Home & Kitchen,2,302.0713629,604.1427258,2023-09-02,PayPal,Pending
Sports & Outdoors,4,230.8103563,923.2414253,2023-12-09,PayPal,Cancelled
Home & Kitchen,5,370.1292407,1850.646203,2023-12-11,Gift Card,Completed
Sports & Outdoors,5,494.0289433,2470.144716,2023-08-12,Credit Card,Pending
Beauty & Health,3,70.84962134,212.548864,2023-04-27,Gift Card,Cancelled
Electronics,1,356.2906044,356.2906044,2023-05-10,Debit Card,Pending
Home & Kitchen,4,343.4970802,1373.988321,2023-05-20,Gift Card,Completed
Clothing,4,272.2889867,1089.155947,2023-02-06,Credit Card,Pending
Electronics,4,27.45678061,109.8271224,2023-07-04,Credit Card,Cancelled
Beauty & Health,3,234.6509578,703.9528734,2023-03-30,Credit Card,Pending
Sports & Outdoors,3,262.279146,786.8374379,2023-02-14,Gift Card,Cancelled
Home & Kitchen,3,152.9842574,458.9527723,2023-01-02,PayPal,Refunded
Sports & Outdoors,4,281.9551795,1127.820718,2023-08-04,Gift Card,Completed
Books,3,450.0949585,1350.284875,2023-04-28,Gift Card,Cancelled
Books,4,86.64091014,346.5636406,2023-10-25,Gift Card,Cancelled
Sports & Outdoors,1,372.4825658,372.4825658,2023-01-18,Gift Card,Refunded
Home & Kitchen,4,367.5149034,1470.059614,2023-03-13,Debit Card,Cancelled
Home & Kitchen,1,426.9073134,426.9073134,2023-09-04,Credit Card,Completed
Electronics,2,356.0707171,712.1414341,2023-04-09,PayPal,Cancelled
Home & Kitchen,5,329.6512009,1648.256005,2023-05-07,Gift Card,Cancelled
Clothing,3,302.8336796,908.5010387,2023-08-09,Credit Card,Completed
Electronics,4,155.6672473,622.6689891,2023-04-01,Debit Card,Completed
Electronics,3,201.7570618,605.2711853,2023-10-14,Credit Card,Pending
Sports & Outdoors,2,206.2477499,412.4954999,2023-08-19,Debit Card,Completed
Books,1,381.9739131,381.9739131,2023-10-17,Credit Card,Completed
Electronics,4,492.5925853,1970.370341,2023-12-14,Gift Card,Refunded
Electronics,4,346.7091767,1386.836707,2023-06-26,Gift Card,Refunded
Clothing,4,268.4057238,1073.622895,2023-08-16,Gift Card,Refunded
Electronics,1,134.9313187,134.9313187,2023-04-18,Debit Card,Completed
Beauty & Health,2,490.8366847,981.6733695,2023-04-16,Debit Card,Refunded
Books,4,492.5575978,1970.230391,2023-06-14,Debit Card,Refunded
Sports & Outdoors,5,274.5358174,1372.679087,2023-05-22,PayPal,Cancelled
Electronics,4,395.5206406,1582.082562,2023-02-04,Credit Card,Pending
Books,3,250.1913082,750.5739247,2023-01-21,PayPal,Pending
Electronics,5,289.1240896,1445.620448,2023-04-30,Debit Card,Refunded
Books,5,490.4010842,2452.005421,2023-04-09,Credit Card,Pending
Electronics,4,262.2695646,1049.078258,2023-10-09,Debit Card,Refunded
Clothing,4,485.3562024,1941.42481,2023-08-29,PayPal,Completed
Electronics,5,22.0793866,110.396933,2023-04-22,Debit Card,Completed
Clothing,5,42.80314754,214.0157377,2023-09-19,Gift Card,Refunded
Home & Kitchen,4,117.796367,471.1854678,2023-05-28,Debit Card,Pending
Clothing,3,453.5942923,1360.782877,2023-09-06,Gift Card,Refunded
Books,2,127.431907,254.8638141,2023-03-29,Gift Card,Completed
Electronics,5,385.2822083,1926.411041,2023-03-26,PayPal,Cancelled
Beauty & Health,1,19.09088911,19.09088911,2023-02-08,PayPal,Pending
Beauty & Health,2,405.4304731,810.8609461,2023-12-22,Gift Card,Cancelled
Sports & Outdoors,4,314.3639872,1257.455949,2023-11-28,Debit Card,Cancelled
Clothing,2,478.6258542,957.2517085,2023-07-23,PayPal,Cancelled
Beauty & Health,2,216.2446632,432.4893263,2023-10-04,Credit Card,Completed
Books,1,29.53340326,29.53340326,2023-01-11,Gift Card,Pending
Books,2,201.5826854,403.1653709,2023-09-03,Gift Card,Refunded
Sports & Outdoors,3,95.0065446,285.0196338,2023-12-16,Credit Card,Completed
Sports & Outdoors,1,331.1739248,331.1739248,2023-03-04,Credit Card,Completed
Beauty & Health,3,274.7480184,824.2440551,2023-01-04,Gift Card,Refunded
Home & Kitchen,4,27.88677081,111.5470832,2023-09-01,Gift Card,Completed
Home & Kitchen,3,79.14565551,237.4369665,2023-05-02,Debit Card,Completed
Home & Kitchen,4,468.6357757,1874.543103,2023-04-19,Credit Card,Refunded
Clothing,1,85.23616777,85.23616777,2023-09-18,Gift Card,Cancelled
Clothing,3,33.26206569,99.78619707,2023-10-14,Gift Card,Pending
Sports & Outdoors,3,163.4589253,490.3767759,2023-08-30,Gift Card,Refunded
Sports & Outdoors,3,379.0286578,1137.085973,2023-10-27,Gift Card,Completed
Sports & Outdoors,1,371.9012009,371.9012009,2023-08-23,Gift Card,Completed
Beauty & Health,3,280.709956,842.1298681,2023-11-06,PayPal,Pending
Clothing,3,43.34658565,130.039757,2023-03-07,PayPal,Pending
Beauty & Health,4,451.1986518,1804.794607,2023-05-15,PayPal,Pending
Home & Kitchen,5,435.1754906,2175.877453,2023-06-10,PayPal,Completed
Sports & Outdoors,3,147.6711615,443.0134846,2023-11-25,PayPal,Completed
